hřeben,comb [kəʊm]
parmice,mullet [ˈmʌl.ɪt]
splavný,navigable [ˈnæv.ɪ.ɡə.bəl]
nicota,nothingness [ˈnʌθ.ɪŋ.nəs]
urážlivě,offensively [əˈfen.sɪv.li]
kardiostimulátor,pacemaker [ˈpeɪsˌmeɪ.kər]
parafernalia,paraphernalia [ˌpær.ə.fəˈneɪ.li.ə]
pesimismus,pessimism [ˈpes.ɪ.mɪ.zəm]
Polyethylen,polyethylene [ˌpɒl.iˈeθ.əl.iːn]
Pooch,pooch [puːtʃ]
popularizovat,popularize [ˈpɒp.jə.lə.raɪz]
potomstvo,posterity [pɒsˈter.ə.ti]
posmrtný,posthumous [ˈpɒs.tʃə.məs]
vrhnout se,pounce [paʊns]
pragmatismus,pragmatism [ˈpræɡ.mə.tɪ.zəm]
protestantismus,protestantism [ˈprɒt.ɪ.stən.tɪ.zəm]
ustoupit,recede [rɪˈsiːd]
trestuhodný,reprehensible [ˌrep.rɪˈhen.sə.bəl]
rozzlobený,resentful [rɪˈzent.fəl]
rebarbora,rhubarb [ˈruː.bɑːb]
romantismus,romanticism [rəʊˈmæn.tɪ.sɪ.zəm]
kousavý,scathing [ˈskeɪ.ðɪŋ]
obsluhující,serviceable [ˈsɜː.vɪ.sə.bəl]
třpyt,shimmering [ˈʃɪm.ər.ɪŋ]
hejno,shoal [ʃəʊl]
Shredder,shredder [ˈʃred.ər]
zdravě,soundly [ˈsaʊnd.li]
SPINKING,sprinkling [ˈsprɪŋ.kəl.ɪŋ]
svastika,swastika [ˈswɒs.tɪ.kə]
symbolicky,symbolically [sɪmˈbɒl.ɪ.kəl.i]
hovorný,talkative [ˈtɔː.kə.tɪv]
dráp,talon [ˈtæl.ən]
promyšleně,thoughtfully [ˈθɔːt.fəl.i]
pozoun,trombone [trɒmˈbəʊn]
Truer,truer [truː]
káď,tun [tʌn]
tyranský,tyrannical [tɪˈræn.ɪ.kəl]
podtržení,underscore [ˌʌn.dəˈskɔːr]
nepoužitelný,unusable [ʌnˈjuː.zə.bəl]
ventilátor,ventilator [ˈven.tɪ.leɪ.tər]
obratlovců,vertebrate [ˈvɜː.tɪ.brət]
vodoznak,watermark [ˈwɔː.tə.mɑːk]
protiklad,antithesis [ænˈtɪθ.ə.sɪs]
orný,arable [ˈær.ə.bəl]
archetyp,archetype [ˈɑː.kɪ.taɪp]
úmrtí,bereavement [bɪˈriːv.mənt]
Bobcat,bobcat [ˈbɒbˌkæt]
bezedný,bottomless [ˈbɒt.əm.ləs]
Caddy,caddy [ˈkæd.i]
propast,chasm [ˈkæz.əm]
dláto,chisel [ˈtʃɪz.əl]
oharek,cinder [ˈsɪn.dər]
přemluvit,coax [kəʊks]
komunikátor,communicator [kəˈmjuː.nɪ.keɪ.tər]
komplexně,comprehensively [ˌkɒm.prɪˈhen.sɪv.li]
kondor,condor [ˈkɒn.dɔːr]
cukrovinky,confectionery [kənˈfek.ʃən.ər.i]
krytina,covering [ˈkʌv.ər.ɪŋ]
Crass,crass [kræs]
CULL,cull [kʌl]
úcta,deference [ˈdef.ər.əns]
delirium,delirium [dɪˈlɪr.i.əm]
ďábelský,diabolical [ˌdaɪ.əˈbɒl.ɪ.kəl]
dilatace,dilate [daɪˈleɪt]
zmatek,disarray [ˌdɪs.əˈreɪ]
rozpadat se,disintegrate [dɪˈsɪn.tɪ.ɡreɪt]
zděšení,dismayed [dɪˈsmeɪd]
fantastický,fantastical [fænˈtæs.tɪ.kəl]
fenykl,fennel [ˈfen.əl]
práce v terénu,fieldwork [ˈfiːld.wɜːk]
lichocení,flattery [ˈflæt.ər.i]
pošetile,foolishly [ˈfuː.lɪʃ.li]
marnost,futility [fjuːˈtɪl.ə.ti]
zajišťování,hedging [ˈhedʒ.ɪŋ]
hexagonální,hexagonal [hekˈsæɡ.ən.əl]
pohostinný,hospitable [hɒsˈpɪt.ə.bəl]
kolibřík,hummingbird [ˈhʌm.ɪŋ.bɜːd]
Imbasse,impasse [æmˈpæs]
impotence,impotence [ˈɪm.pə.təns]
vpád,incursion [ɪnˈkɜː.ʒən]
nevyhnutelný,inescapable [ˌɪn.ɪˈskeɪ.pə.bəl]
bezobratlý,invertebrate [ɪnˈvɜː.tɪ.brət]
šašek,jester [ˈdʒes.tər]
juxtapozice,juxtaposition [ˌdʒʌk.stə.pəˈzɪʃ.ən]
sympatický,likable [ˈlaɪ.kə.bəl]
lesk,luster [ˈlʌs.tɚ]
Maw,maw [mɔː]
fascinovat,mesmerize [ˈmez.mə.raɪz]
metaforicky,metaphorically [ˌmet.əˈfɒr.ɪ.kəli]
špatně číst,misread [ˌmɪsˈriːd]
zkreslený,misrepresent [ˌmɪs.rep.rɪˈzent]
modulovat,modulate [ˈmɒdʒ.ə.leɪt]
pěna,mousse [muːs]
nic,naught [nɔːt]
vyžadovat,necessitate [nəˈses.ɪ.teɪt]
dusík,nitrous [ˌnaɪ.trəs ˈɒk.saɪd]
obstrukční,obstructive [əbˈstrʌk.tɪv]
nájemce,occupier [ˈɒk.jə.paɪ.ər]
kmitání,oscillation [ˌɒs.ɪˈleɪ.ʃən]
předběhnout,outrun [ˌaʊtˈrʌn]
nadjezd,overpass [ˈəʊ.və.pɑːs]
hýčkat,pamper [ˈpæm.pər]
paprika,paprika [ˈpæp.rɪ.kə]
patogenní,pathogenic [ˌpæθ.əˈdʒen.ɪk]
vytrvat,persevere [ˌpɜː.sɪˈvɪər]
plasticita,plasticity [plæsˈtɪs.ə.ti]
hravě,playfully [ˈpleɪ.fəl.i]
praktičnost,practicality [ˌpræk.tɪˈkæl.ə.ti]
kreveta,prawn [prɔːn]
otálení,procrastination [prəˌkræs.tɪˈneɪ.ʃən]
rouhavý,profane [prəˈfeɪn]
domnělý,putative [ˈpjuː.tə.tɪv]
konečník,rectum [ˈrek.təm]
regresivní,regressive [rɪˈɡres.ɪv]
politováníhodný,regrettable [rɪˈɡret.ə.bəl]
Reprise,reprise [rɪˈpriːz]
restorativní,restorative [rɪˈstɒr.ə.tɪv]
slanost,salinity [səˈlɪn.ə.ti]
nadávat,scold [skəʊld]
Scrooge,scrooge [skruːdʒ]
bahno,silt [sɪlt]
sesterstvo,sisterhood [ˈsɪs.tə.hʊd]
snob,snob [snɒb]
sodomie,sodomy [ˈsɒd.ə.mi]
pájení,soldering [ˈsəʊl.dər]
sonet,sonnet [ˈsɒn.ɪt]
falešný,spurious [ˈspjʊə.ri.əs]
nevyhovující,substandard [sʌbˈstæn.dəd]
západ slunce,sundown [ˈsʌn.daʊn]
Swinger,swinger [ˈswɪŋ.ər]
tahové,tensile [ˈten.saɪl]
pouta,tether [ˈteð.ər]
těsnost,tightness [ˈtaɪt.nəs]
bezzubý,toothless [ˈtuːθ.ləs]
otočný stůl,turntable [ˈtɜːnˌteɪ.bəl]
porozumění,understanding [ˌʌn.dəˈstæn.dɪŋ]
svlékl,undressed [ʌnˈdrest]
havěť,vermin [ˈvɜː.mɪn]
vír,whirl [wɜːl]
dělník,workman [ˈwɜːk.mən]
cuketa,zucchini [zuˈkiː.ni]
Domorodý,aborigine [ˌæb.əˈrɪdʒ.ən.i]
Adbasid,abreast [əˈbrest]
absurdně,absurdly [əbˈsɜːd.li]
pořekadlo,adage [ˈæd.ɪdʒ]
vzduchotěsný,airtight [ˈeə.taɪt]
altruistický,altruistic [ˌæl.truˈɪs.tɪk]
Amalgamát,amalgamate [əˈmæl.ɡə.meɪt]
amorfní,amorphous [əˈmɔː.fəs]
Antioxidant,antioxidant [ˌæn.tiˈɒk.sɪ.dənt]
paroh,antler [ˈænt.lər]
odvážný,audacious [ɔːˈdeɪ.ʃəs]
Přátelství,befriend [bɪˈfrend]
Blare,blare [bleər]
drzý,brash [bræʃ]
vztlak,buoyancy [ˈbɔɪ.ən.si]
podnikatelka,businesswoman [ˈbɪz.nɪsˌwʊm.ən]
podmáslí,buttermilk [ˈbʌt.ə.mɪlk]
únosce,captor [ˈkæp.tər]
varovný,cautionary [ˈkɔː.ʃən.ər.i]
klitoris,clitoris [ˈklɪt.ər.ɪs]
náhodou,coincidental [kəʊˌɪn.sɪˈden.təl]
Colliery,colliery [ˈkɒl.i.ə.ri]
koriandr,coriander [ˌkɒr.iˈæn.dər]
rozhodující,crucially [ˈkruː.ʃəl.i]
krutě,cruelly [ˈkruː.ə.li]
zatracení,damnation [dæmˈneɪ.ʃən]
Debunk,debunk [ˌdiːˈbʌŋk]
dekoratér,decorator [ˈdek.ər.eɪ.tər]
Delirious,delirious [dɪˈlɪr.i.əs]
detektor,detractor [dɪˈtræk.tər]
Disconcert,disconcert [ˌdɪs.kənˈsɜːt]
Neochvějný,disingenuous [ˌdɪs.ɪnˈdʒen.ju.əs]
obvaz,dressing [ˈdres.ɪŋ]
východní,easterly [ˈiː.stəl.i]
uplynout,elapse [iˈlæps]
nastávající,expectant [ɪkˈspek.tənt]
exponent,exponent [ɪkˈspəʊ.nənt]
Extravaganza,extravaganza [ɪkˌstræv.əˈɡæn.zə]
pěny,foaming [fəʊm]
dýme,fume [fjuːm]
Geriatric,geriatric [ˌdʒer.iˈæt.rɪk]
sbírat,glean [ɡliːn]
průvodce,guidebook [ˈɡaɪd.bʊk]
polovinu,halve [hɑːv]
pasení,herding [hɜːd]
dále,hereinafter [ˌhɪə.rɪnˈɑːf.tər]
troubit,honk [hɒŋk]
nečistý,impure [ɪmˈpjʊər]
neomluvitelné,inexcusable [ˌɪn.ɪkˈskjuː.zə.bəl]
neviditelnost,invisibility [ɪnˌvɪz.əˈbɪl.ə.ti]
lama,llama [ˈlɑː.mə]
mumlat,mutter [ˈmʌt.ər]
zdomácnět,naturalize [ˈnætʃ.ər.əl.aɪz]
pupek,navel [ˈneɪ.vəl]
Nitric,nitric [ˌnaɪ.trɪk ˈæs.ɪd]
severní,northerly [ˈnɔː.ðəl.i]
Parlamentarista,parliamentarian [ˌpɑː.lɪ.menˈteə.ri.ən]
Pent,pent [ˌpentˈʌp]
energický,perky [ˈpɜː.ki]
okázalost,pomp [pɒmp]
Popper,popper [ˈpɒp.ər]
kněžka,priestess [ˌpriːˈstes]
prohibitivní,prohibitive [prəˈhɪb.ɪ.tɪv]
kvocient,quotient [ˈkwəʊ.ʃənt]
Sabbatical,sabbatical [səˈbæt.ɪ.kəl]
lastura,scallop [ˈskɒl.əp]
spálit,sear [sɪər]
vylučovat,secrete [sɪˈkriːt]
sedace,sedation [siˈdeɪ.ʃen]
nestydatě,shamelessly [ˈʃeɪm.ləs.li]
prak,slingshot [ˈslɪŋ.ʃɒt]
Kaše,slurry [ˈslʌr.i]
oř,steed [stiːd]
koktat,stutter [ˈstʌt.ər]
Subvert,subvert [səbˈvɜːt]
úžeh,sunburn [ˈsʌn.bɜːn]
doplnění,supplementation [sʌp.lɪ.menˈteɪ.ʃən]
říznout,swerve [swɜːv]
zakalit,tarnish [ˈtɑː.nɪʃ]
termit,termite [ˈtɜː.maɪt]
Tiller,tiller [ˈtɪl.ər]
svrchovaný,topple [ˈtɒp.əl]
transcendentní,transcendent [trænˈsen.dənt]
Trapper,trapper [ˈtræp.ər]
podvod,trickery [ˈtrɪk.ər.i]
Trucker,trucker [ˈtrʌk.ər]
kel,tusk [tʌsk]
alkálie,alkali [ˈæl.kəl.aɪ]
narážka,allusion [əˈluː.ʒən]
altruismus,altruism [ˈæl.tru.ɪ.zəm]
prostředí,ambience [ˈæm.bi.əns]
obojživelník,amphibian [æmˈfɪb.i.ən]
anomální,anomalous [əˈnɒm.ə.ləs]
shromáždění,assemblage [əˈsem.blɪdʒ]
ohromit,astound [əˈstaʊnd]
Bosh,bosh [bɒʃ]
pohlazení,caress [kəˈres]
cenzura,censure [ˈsen.ʃər]
Chewy,chewy [ˈtʃuː.i]
dětský,childlike [ˈtʃaɪld.laɪk]
rozštěp,cleft [kleft]
shluk,clump [klʌmp]
komunikativní,communicative [kəˈmjuː.nɪ.kə.tɪv]
představitelně,conceivably [kənˈsiː.və.bli]
Ústavnost,constitutionality [ˌkɒn.stɪ.tʃuː.ʃənˈæl.ə.ti]
tlumič,damper [ˈdæm.pər]
úschovna,depository [dɪˈpɒz.ɪ.tər.i]
čert,deuce [djuːs]
diagonálně,diagonally [daɪˈæɡ.ən.əl.i]
doušek,dram [dræm]
zařazení,enlistment [ɪnˈlɪst.mənt]
guma,eraser [ɪˈreɪ.zər]
etymologie,etymology [ˌet.ɪˈmɒl.ə.dʒi]
rozčilovat,exasperate [ɪɡˈzɑː.spə.reɪt]
exorcista,exorcist [ˈek.sɔː.sɪst]
vláknité,fibrous [ˈfaɪ.brəs]
zdarma,gratis [ˈɡræt.ɪs]
bezdůvodné,gratuitous [ɡrəˈtʃuː.ɪ.təs]
Haggard,haggard [ˈhæɡ.əd]
Headlinener,headliner [ˈhedˌlaɪ.nər]
Honeycomb,honeycomb [ˈhʌn.i.kəʊm]
chuligán,hooligan [ˈhuː.lɪ.ɡən]
beznadějnost,hopelessness [ˈhəʊp.ləs.nəs]
domácnost,householder [ˈhaʊsˌhəʊl.dər]
idealizovat,idealize [aɪˈdɪə.laɪz]
idiosynkratické,idiosyncratic [ˌɪd.i.ə.sɪŋˈkræt.ɪk]
odškodnění,indemnity [ɪnˈdem.nə.ti]
mandl,mangle [ˈmæŋ.ɡəl]
mauzoleum,mausoleum [ˌmɔː.zəˈliː.əm]
melodramatický,melodramatic [ˌmel.ə.drəˈmæt.ɪk]
hutnictví,metallurgy [məˈtæl.ə.dʒi]
Mull,mull [mʌl]
sentimentální,mushy [ˈmʌʃ.i]
oční,ocular [ˈɒk.jə.lər]
ontologie,ontology [ɒnˈtɒl.ə.dʒi]
Oratory,oratory [ˈɒr.ə.tər.i]
paradoxně,paradoxically [ˌpær.əˈdɒk.sɪ.kəl.i]
peří,plumage [ˈpluː.mɪdʒ]
pytlák,poacher [ˈpəʊ.tʃər]
teplouš,poof [pʊf]
vasum,possum [ˈpɒs.əm]
předvolba,preset [ˌpriːˈset]
proporcionálně,proportionally [prəˈpɔː.ʃən.əl.i]
Přepracování,recast [ˌriːˈkɑːst]
repelent,repellent [rɪˈpel.ənt]
vyčítat,reproach [rɪˈprəʊtʃ]
zachránce,rescuer [ˈres.kjuː.ər]
zatahování,retractable [rɪˈtræk.tə.bəl]
zpětně,retroactively [ˌret.rəʊˈæk.tɪv.li]
Runy,runny [ˈrʌn.i]
sarkasticky,sarcastically [sɑːˈkæs.tɪ.kəl.i]
prozkoumat,scrutinize [ˈskruː.tɪ.naɪz]
serenáda,serenade [ˌser.əˈneɪd]
jatky,slaughterhouse [ˈslɔː.tə.haʊs]
spekulant,speculator [ˈspek.jə.leɪ.tər]
roztřídit se,splurge [splɜːdʒ]
uhrovitý,spotty [ˈspɒt.i]
stabilizátor,stabilizer [ˈsteɪ.bəl.aɪ.zər]
podvědomě,subconsciously [ˌsʌbˈkɒn.ʃəs.li]
supresor,suppressor [səˈpres.ər]
klen,sycamore [ˈsɪk.ə.mɔːr]
tichý,tacit [ˈtæs.ɪt]
Teem,teem [tiːm]
tonáž,tonnage [ˈtʌn.ɪdʒ]
nevyžádané,unclaimed [ʌnˈkleɪmd]
neoficiálně,unofficially [ˌʌn.əˈfɪʃ.əl.i]
nevyužitý,untapped [ʌnˈtæpt]
čalounictví,upholstery [ʌpˈhəʊl.stər.i]
pravdivost,veracity [vəˈræs.ə.ti]
ověřitelný,verifiable [ˈver.ɪ.faɪ.ə.bəl]
viskózní,viscous [ˈvɪs.kəs]
životně,vitally [ˈvaɪ.təl.i]
dračice,vixen [ˈvɪk.sən]
neočekávané,windfall [ˈwɪnd.fɔːl]
pracovní den,workday [ˈwɜːk.deɪ]
způsobit,wreak [riːk]
Yap,yap [jæp]
Ablaze,ablaze [əˈbleɪz]
špatně,amiss [əˈmɪs]
amfetamin,amphetamine [æmˈfet.ə.miːn]
amputovat,amputate [ˈæm.pjə.teɪt]
Animátor,animator [ˈæn.ɪ.meɪ.tər]
akvadukt,aqueduct [ˈæk.wə.dʌkt]
nakřivo,awry [əˈraɪ]
vyhřívat se,bask [bɑːsk]
štětina,bristle [ˈbrɪs.əl]
Hrobota,chopstick [ˈtʃɒp.stɪk]
občan,citizenry [ˈsɪt.ɪ.zən.ri]
hovorový,colloquial [kəˈləʊ.kwi.əl]
důvěrník,confidant [ˈkɒn.fɪ.dænt]
po sobě,consecutively [kənˈsek.jə.tɪv.li]
kontrolovatelné,controllable [kənˈtrəʊ.lə.bəl]
rohovka,cornea [kɔːˈni.ə]
zmuchlat,crumple [ˈkrʌm.pəl]
dekomprese,decompression [ˌdiː.kəmˈpreʃ.ən]
deflace,deflation [dɪˈfleɪ.ʃən]
Demean,demean [dɪˈmiːn]
dermatologie,dermatology [ˌdɜː.məˈtɒl.ə.dʒi]
odnímatelný,detachable [dɪˈtætʃ.ə.bəl]
deterministické,deterministic [dɪˌtɜː.mɪˈnɪs.tɪk]
vyvrátit,disprove [dɪˈspruːv]
prozradit,divulge [daɪˈvʌldʒ]
poslušný,docile [ˈdəʊ.saɪl]
doktrinální,doctrinal [dɒkˈtraɪ.nəl]
dogmatický,dogmatic [dɒɡˈmæt.ɪk]
suchost,dryness [ˈdraɪ.nəs]
budova,edifice [ˈed.ɪ.fɪs]
krajan,expatriate [ekˈspæt.ri.ət]
odborně,expertly [ˈek.spɜːt.li]
Fairway,fairway [ˈfeə.weɪ]
fluster,fluster [ˈflʌs.tər]
folikul,follicle [ˈfɒl.ɪ.kəl]
přívětivost,friendliness [ˈfrend.li.nəs]
plyn,gaseous [ˈɡeɪ.si.əs]
poručnictví,guardianship [ˈɡɑː.di.ən.ʃɪp]
doušek,gulp [ɡʌlp]
sádra,gypsum [ˈdʒɪp.səm]
uspíšit,hasten [ˈheɪ.sən]
opojný,heady [ˈhed.i]
nostalgický,homesick [ˈhəʊm.sɪk]
horké,hotly [ˈhɒt.li]
lidsky,humanly [ˈhjuː.mən.li]
chov,husbandry [ˈhʌz.bən.dri]
nadsázka,hyperbole [haɪˈpɜː.bəl.i]
hypoteticky,hypothetically [ˌhaɪ.pəˈθet.ɪ.kəl.i]
nečinně,idly [ˈaɪd.li]
přistěhovat se,immigrate [ˈɪm.ɪ.ɡreɪt]
imobilní,immobile [ɪˈməʊ.baɪl]
narušit,impair [ɪmˈpeər]
laik,layman [ˈleɪ.mən]
Váhy,libra [ˈliː.brə]
děsný,macabre [məˈkɑː.brə]
Mackintosh,mackintosh [ˈmæk.ɪn.tɒʃ]
zvětšení,magnification [ˌmæɡ.nɪ.fɪˈkeɪ.ʃən]
memento,memento [məˈmen.təʊ]
porodnictví,midwifery [ˌmɪdˈwɪf.ər.i]
Milieu,milieu [miːlˈjɜː]
nesmysly,moonshine [ˈmuːn.ʃaɪn]
Mutt,mutt [mʌt]
naturalistický,naturalistic [ˌnætʃ.ər.əlˈɪs.tɪk]
Nepotismus,nepotism [ˈnep.ə.tɪ.zəm]
normálnost,normality [nɔːˈmæl.ə.ti]
obdélník,oblong [ˈɒb.lɒŋ]
operní,operatic [ˌɒp.ərˈæt.ɪk]
Oftalmologie,ophthalmology [ˌɒf.θælˈmɒl.ə.dʒi]
dozorce,overseer [ˈəʊ.vəˌsiː.ər]
Pall,pall [pɔːl]
panelista,panelist [ˈpæn.əl.ɪst]
nepravidelné,patchy [ˈpætʃ.i]
pekanový ořech,pecan [piːˈkæn]
percepční,perceptual [pəˈsep.tʃu.əl]
pupínek,pimple [ˈpɪm.pəl]
Pique,pique [piːk]
zdvořilost,politeness [pəˈlaɪt.nəs]
granátové jablko,pomegranate [ˈpɒm.ɪˌɡræn.ɪt]
výmol,pothole [ˈpɒt.həʊl]
promiskuitní,promiscuous [prəˈmɪs.kju.əs]
tlačení,pusher [ˈpʊʃ.ər]
důtka,reprimand [ˈrep.rɪ.mɑːnd]
prodat,resell [ˌriːˈsel]
resuscitace,resuscitation [rɪˌsʌs.ɪˈteɪ.ʃən]
odvolání,revocation [re.vəˈkeɪ.ʃən]
sardinka,sardine [sɑːˈdiːn]
Scrapbook,scrapbook [ˈskræp.bʊk]
rozumně,sensibly [ˈsen.sə.bli]
sekvestrace,sequestration [ˌsiː.kwesˈtreɪ.ʃən]
chytře,smartly [ˈsmɑːt.li]
strmě,steeply [ˈstiːp.li]
rozvodna,substation [ˌsʌbˈsteɪ.ʃən]
utrpení,suffering [ˈsʌf.ər.ɪŋ]
symbiotické,symbiotic [ˌsɪm.baɪˈɒt.ɪk]
Tantamount,tantamount [ˈtæn.tə.maʊnt]
trnitý,thorny [ˈθɔː.ni]
maličkost,trifle [ˈtraɪ.fəl]
motouz,twine [twaɪn]
nespravedlivě,unjustly [ʌnˈdʒʌst.li]
neobsazený,unoccupied [ʌnˈɒk.jəˌpaɪd]
žilní,venous [ˈviː.nəs]
bohotě,viciously [ˈvɪʃ.əs.li]
ospravedlnění,vindication [ˌvɪn.dɪˈkeɪ.ʃən]
zlomost,wickedness [ˈwɪk.ɪd.nəs]
propastný,abysmal [əˈbɪz.məl]
umělecky,artistically [ɑːˈtɪs.tɪ.kəl.i]
baret,beret [ˈber.eɪ]
strašák,bogey [ˈbəʊ.ɡi]
regál,bookshelf [ˈbʊk.ʃelf]
BORON,boron [ˈbɔː.rɒn]
bronchitida,bronchitis [brɒŋˈkaɪ.tɪs]
bratr,brotherly [ˈbrʌð.əl.i]
polnice,bugle [ˈbjuː.ɡəl]
čmelák,bumblebee [ˈbʌm.bəl.biː]
karbonský,carboniferous [ˌkɑː.bəˈnɪf.ər.əs]
kryt,casing [ˈkeɪ.sɪŋ]
katechismus,catechism [ˈkæt.ə.kɪ.zəm]
kauzalita,causality [kɔːˈzæl.ə.ti]
Chatty,chatty [ˈtʃæt.i]
křtít,christen [ˈkrɪs.ən]
supět,chug [tʃʌɡ]
hřbitov,churchyard [ˈtʃɜːtʃ.jɑːd]
truhla,coffer [ˈkɒf.ər]
koňak,cognac [ˈkɒn.jæk]
korektor,concealer [kənˈsiː.lər]
zatajení,concealment [kənˈsiːl.mənt]
koncentrický,concentric [kənˈsen.trɪk]
koncepčně,conceptually [kənˈsep.tʃu.ə.li]
shromáždit,congregate [ˈkɒŋ.ɡrɪ.ɡeɪt]
Kongresmanka,congresswoman [ˈkɒŋ.ɡresˌwʊm.ən]
Konstruktor,constructor [kənˈstrʌk.tər]
imitátor,copycat [ˈkɒp.i.kæt]
potvrdit,corroborate [kəˈrɒb.ə.reɪt]
voříšek,cur [kɜːr]
tvaroh,curd [kɜːd]
zběžný,cursory [ˈkɜː.sər.i]
Drahá,dearth [dɜːθ]
delikvence,delinquency [dɪˈlɪŋ.kwən.si]
disservice,disservice [ˌdɪsˈsɜː.vɪs]
nechuť,distaste [dɪsˈteɪst]
ejakulace,ejaculation [iˌdʒæk.jəˈleɪ.ʃən]
obálky,envelop [ɪnˈvel.əp]
epileptický,epileptic [ˌep.ɪˈlep.tɪk]
Vymazání,erasure [ɪˈreɪ.ʒər]
eufemismus,euphemism [ˈjuː.fə.mɪ.zəm]
ospravedlnit,exonerate [ɪɡˈzɒn.ə.reɪt]
skvěle,exquisitely [ɪkˈskwɪz.ɪt.li]
hasicí přístroj,extinguisher [ɪkˈstɪŋ.ɡwɪ.ʃər]
usnadnění,facilitation [fəˌsɪl.ɪˈteɪ.ʃən]
oplodnit,fertilize [ˈfɜː.tɪ.laɪz]
příruba,flange [flændʒ]
chlubit se,flaunt [flɔːnt]
bezchybně,flawlessly [ˈflɔː.ləs.li]
Flinch,flinch [flɪntʃ]
praotec,forefather [ˈfɔːˌfɑː.ðər]
freehold,freehold [ˈfriː.həʊld]
Frisk,frisk [frɪsk]
fundamentalismus,fundamentalism [ˌfʌn.dəˈmen.təl.ɪ.zəm]
Gad,gad [ɡæd]
obvod,girth [ɡɜːθ]
kmotra,godmother [ˈɡɒdˌmʌð.ər]
pekelný,hellish [ˈhel.ɪʃ]
přesýpací hodiny,hourglass [ˈaʊə.ɡlɑːs]
hygienický,hygienic [haɪˈdʒiː.nɪk]
idiotství,idiocy [ˈɪd.i.ə.si]
neosobní,impersonal [ɪmˈpɜː.sən.əl]
impregnovat,impregnate [ˈɪm.preɡ.neɪt]
inhalátor,inhaler [ɪnˈheɪ.lər]
složitost,intricacy [ˈɪn.trɪ.kə.si]
lak,lacquer [ˈlæk.ər]
zkapalnit,liquefy [ˈlɪk.wɪ.faɪ]
zlovolný,malevolent [məˈlev.əl.ənt]
mano,mano [ˌmæn.əʊ ə ˈmæn.əʊ]
manželství,matrimony [ˈmæt.rɪ.mə.ni]
mechanizovat,mechanize [ˈmek.ə.naɪz]
nemilosrdně,mercilessly [ˈmɜː.sɪ.ləs.li]
meteorolog,meteorologist [ˌmiː.ti.əˈrɒl.ə.dʒɪst]
uprostřed týdne,midweek [ˌmɪdˈwiːk]
mumlání,murmur [ˈmɜː.mər]
přemýšlení,musing [mjuːz]
nekróza,necrosis [nəˈkrəʊ.sɪs]
obtížný,onerous [ˈəʊ.nər.əs]
podtón,overtone [ˈəʊ.və.təʊn]
propustnost,permeability [ˌpɜː.mi.əˈbɪl.ə.ti]
farmakologické,pharmacological [ˌfɑː.mə.kəˈlɒdʒ.ɪ.kəl]
olovnice,plumb [plʌm]
Plunger,plunger [ˈplʌn.dʒər]
Porta,porta [ˈpɔː.tə ˌpɒt.i]
Presto,presto [ˈpres.təʊ]
kněž,priestly [ˈpriːst.li]
podivuhodný,prodigious [prəˈdɪdʒ.əs]
hnací látka,propellant [prəˈpel.ənt]
kladka,pulley [ˈpʊl.i]
nevolnost,qualm [kwɑːm]
samotář,recluse [rɪˈkluːs]
reformista,reformist [rɪˈfɔː.mɪst]
vyměnitelný,replaceable [rɪˈpleɪ.sə.bəl]
retroaktivní,retroactive [ˌret.rəʊˈæk.tɪv]
Reverb,reverb [ˈriː.vɜːb]
revizionista,revisionist [rɪˈvɪʒ.ən.ɪst]
Školní dům,schoolhouse [ˈskuːl.haʊs]
pobřeží,seashore [ˈsiː.ʃɔːr]
ústraní,seclusion [sɪˈkluː.ʒən]
signatář,signatory [ˈsɪɡ.nə.tər.i]
sifon,siphon [ˈsaɪ.fən]
cetka,spangle [ˈspæŋ.ɡəl]
zlomyslný,spiteful [ˈspaɪt.fəl]
sporadicky,sporadically [spəˈræd.ɪ.kəl.i]
ustanovení,stipulation [ˌstɪp.jəˈleɪ.ʃən]
tvrdohlavě,stubbornly [ˈstʌb.ən.li]
shrnutí,summation [ˌsʌmˈeɪ.ʃən]
supervize,superimpose [ˌsuː.pə.rɪmˈpəʊz]
živý obraz,tableau [ˈtæb.ləʊ]
únava,tiredness [ˈtaɪəd.nəs]
přestupek,transgression [trænzˈɡreʃ.ən]
klusák,trotter [ˈtrɒt.ər]
znevýhodněné,underprivileged [ˌʌn.dəˈprɪv.əl.ɪdʒd]
nevýrazný,unimpressed [ˌʌn.ɪmˈprest]
nepřiměřeně,unreasonably [ʌnˈriː.zən.ə.bli]
nepolevující,unrelenting [ˌʌn.rɪˈlen.tɪŋ]
vazalský,vassal [ˈvæs.əl]
vegetativní,vegetative [ˈvedʒ.ɪ.te.tɪv]
podivnost,weirdness [ˈwɪəd.nəs]
žalostně,woefully [ˈwəʊ.fəl.i]
oděr,abrasion [əˈbreɪ.ʒən]
obdivuhodně,admirably [ˈæd.mɪ.rə.bli]
použitelnost,applicability [əˌplɪk.əˈbɪl.ə.ti]
přístupný,approachable [əˈprəʊ.tʃə.bəl]
nepohlavní,asexual [ˌeɪˈsek.ʃu.əl]
Bannister,bannister [ˈbæn.ɪ.stər]
kos,blackbird [ˈblæk.bɜːd]
závěr,breech [briːtʃ]
máslový,buttery [ˈbʌt.ər.i]
kalif,caliph [ˈkeɪ.lɪf]
celibát,celibacy [ˈsel.ə.bə.si]
trhané,choppy [ˈtʃɒp.i]
