hřeben,comb [koʊm]
komercializace,commercialization [kəˌmɝː.ʃəl.əˈzeɪ.ʃən]
přesvědčivě,conclusively [kənˈkluː.sɪv.li]
vedení,conduction [kənˈdʌk.ʃən]
svěřit,confide [kənˈfaɪd]
snít,daydream [ˈdeɪ.driːm]
ohlušit,deafen [ˈdef.ən]
přístavní dělník,docker [ˈdɑː.kɚ]
Docket,docket [ˈdɑː.kɪt]
sluchátko,earphone [ˈɪr.foʊn]
elektrifikovat,electrify [ɪˈlek.trə.faɪ]
okouzlení,enchantment [ɪnˈtʃænt.mənt]
zážitkové,experiential [ɪkˌspɪr.iˈen.ʃəl]
bez tváře,faceless [ˈfeɪs.ləs]
fascia,fascia [ˈfæʃ.ə]
otčina,fatherland [ˈfɑː.ðɚ.lænd]
federalismus,federalism [ˈfed.ɚ.əl.ɪ.zəm]
fey,fey [feɪ]
obrazně,figuratively [ˈfɪɡ.jɚ.ə.tɪv]
křehkost,fragility [frəˈdʒɪl.ə.t̬i]
frigidní,frigid [ˈfrɪdʒ.ɪd]
těsnění,gasket [ˈɡæs.kɪt]
krvavý,gory [ˈɡɔːr.i]
graficky,graphically [ˈɡræf.ɪ.kəl.i]
příval,gush [ɡʌʃ]
bydlení,habitation [ˌhæb.əˈteɪ.ʃən]
dědictví,heirloom [ˈer.luːm]
lovec,huntsman [ˈhʌnts.mən]
Hustler,hustler [ˈhʌs.lɚ]
podchlazení,hypothermia [ˌhaɪ.poʊˈθɝː.mi.ə]
netrpělivost,impatience [ɪmˈpeɪ.ʃəns]
bez rozdílu,indiscriminately [ˌɪn.dɪˈskrɪm.ə.nət.li]
zvědavý,inquisitive [ɪnˈkwɪz.ə.t̬ɪv]
instruktivní,instructive [ɪnˈstrʌk.tɪv]
blokování,interlock [ˌɪn.t̬ɚˈlɑːk]
introspekce,introspection [ˌɪn.trəˈspek.ʃən]
sádlo,lard [lɑːrd]
Leeway,leeway [ˈliː.weɪ]
lexikální,lexical [ˈlek.sɪ.kəl]
lob,lob [lɑːb]
národní prostředí,locale [ləˈkɑːl]
zasloužilý,meritorious [ˌmer.əˈtɔːr.i.əs]
proso,millet [ˈmɪl.ɪt]
zkreslení,misrepresentation [ˌmɪs.rep.rɪ.zenˈteɪ.ʃən]
špatné zacházení,mistreatment [ˌmɪsˈtriːt.mənt]
negovat,negate [nɪˈɡeɪt]
nesmyslný,nonsensical [ˌnɑːnˈsen.sɪ.kəl]
smyčka,noose [nuːs]
odnož,offshoot [ˈɑːf.ʃuːt]
mast,ointment [ˈɔɪnt.mənt]
na pevnině,onshore [ˈɑːn.ʃɔːr]
ovulace,ovulation [ˌɑː.vjuːˈleɪ.ʃən]
analyzovat,parse [pɑːrs]
frázování,phrasing [ˈfreɪ.zɪŋ]
opylení,pollination [ˌpɑː.ləˈneɪ.ʃən]
preclík,pretzel [ˈpret.səl]
hojně,profusely [prəˈfjuːs.li]
proletariát,proletariat [ˌproʊ.ləˈter.i.ət]
vyhlásit,promulgate [ˈprɑː.məl.ɡeɪt]
kompenzovat,recoup [rɪˈkuːp]
odstraňovač,remover [rɪˈmuː.vɚ]
repertoár,repertory [ˈrep.ɚ.tɔːr.i]
vzrušení,rousing [ˈraʊ.zɪŋ]
potulovat se,rove [roʊv]
vychutnat,savor [ˈseɪ.vɚ]
učitel,schoolteacher [ˈskuːlˌtiː.tʃɚ]
senátorský,senatorial [ˌsen.əˈtɔːr.i.əl]
lesk,shimmer [ˈʃɪm.ɚ]
krádež,shoplifting [ˈʃɑːp.lɪf.tɪŋ]
zjednodušení,simplification [ˌsɪm.plə.fəˈkeɪ.ʃən]
podřimovat,snooze [snuːz]
křeč,spasm [ˈspæz.əm]
klid,stillness [ˈstɪl.nəs]
hloupě,stupidly [ˈstuː.pɪd.li]
nápadník,suitor [ˈsuː.t̬ɚ]
diadém,tiara [tiˈer.ə]
celek,totality [toʊˈtæl.ə.t̬i]
ošklivost,ugliness [ˈʌɡ.li.nəs]
nekontrolovatelně,uncontrollably [ˌʌn.kənˈtroʊ.lə.bli]
nepřiměřeně,unduly [ʌnˈduː.li]
mstivý,vindictive [vɪnˈdɪk.tɪv]
hledí,visor [ˈvaɪ.zɚ]
mrož,walrus [ˈwɑːl.rəs]
vážení,weighting [ˈweɪ.t̬ɪŋ]
neoprávněně,wrongfully [ˈrɑːŋ.fəl.i]
odporný,abhorrent [æbˈhɔːr.ənt]
olše,alder [ˈɔːl.dɚ]
přípustné,allowable [əˈlaʊ.ə.bəl]
přátelské,amicable [ˈæm.ɪ.kə.bəl]
rybář,angler [ˈæŋ.ɡlɚ]
zničit,annihilate [əˈnaɪ.ə.leɪt]
atrofie,atrophy [/kəˈlæb.ə.reɪt/]
letec,aviator [ˈeɪ.vi.eɪ.t̬ɚ]
vyhnout se,avoidable [əˈvɔɪ.də.bəl]
Behemoth,behemoth [bɪˈhiː.mɑːθ]
bryndáček,bib [bɪb]
Blip,blip [blɪp]
pánovitý,bossy [ˈbɑː.si]
Bumble,bumble [ˈbʌm.bəl]
tělesný,carnal [ˈkɑːr.nəl]
tesařství,carpentry [ˈkɑːr.pɪn.tri]
šedý zákal,cataract [ˈkæt̬.ə.rækt]
žíravý,caustic [ˈkɑː.stɪk]
šimpanz,chimpanzee [ˌtʃɪm.pænˈziː]
kamarád,chum [tʃʌm]
shovívavost,clemency [ˈklem.ən.si]
kodifikovat,codify [ˈkɑː.də.faɪ]
policie,constabulary [kənˈstæb.je.ler.i]
temně,darkly [ˈdɑːrk.li]
deaktivace,deactivate [ˌdiˈæk.tɪ.veɪt]
Make,deadlock [ˈded.lɑːk]
lstivý,deceitful [dɪˈsiːt.fəl]
odvodit,deduce [dɪˈduːs]
dementní,demented [dɪˈmen.t̬ɪd]
rozeznatelné,discernible [dɪˈsɝː.nə.bəl]
nespokojen,displeased [dɪˈspliːzd]
nadšený,elated [iˈleɪ.t̬ɪd]
elegantně,elegantly [ˈel.ə.ɡənt.li]
Ember,ember [ˈem.bɚ]
zaplést,embroil [ɪmˈbrɔɪl]
tábor,encampment [ɪnˈkæmp.mənt]
ekvalizér,equalizer [ˈiː.kwə.laɪ.zɚ]
vykonavatel,executor [ɪɡˈzek.jə.t̬ɚ]
vynaložit,expend [ɪkˈspend]
bujný,exuberant [ɪɡˈzuː.bɚ.ənt]
faksimile,facsimile [fækˈsɪm.əl.i]
smyšlený,fanciful [ˈfæn.sɪ.fəl]
filé,fillet [ˈfɪl.ɪt]
formaldehyd,formaldehyde [fɔːrˈmæl.də.haɪd]
podvazek,garter [ˈɡɑːr.t̬ɚ]
hatmatilka,gibberish [ˈdʒɪb.ɚ.ɪʃ]
grandiózní,grandiose [ˈɡræn.di.oʊs]
gumovitý,gummy [ˈɡʌm.i]
čarodějnice,hag [hæɡ]
harmonika,harmonica [hɑːrˈmɑː.nɪ.kə]
světlomet,headlight [ˈhed.laɪt]
spolubydlící,housemate [ˈhaʊs.meɪt]
idiom,idiom [ˈɪd.i.əm]
předstírat,impersonate [ɪmˈpɝː.sən.eɪt]
nezkušenost,inexperience [ˌɪn.ɪkˈspɪr.i.əns]
podřadnost,inferiority [ɪnˌfɪr.iˈɔːr.ə.t̬i]
pozorně,intently [ɪnˈtent.li]
jota,iota [aɪˈoʊ.t̬ə]
lehkost,lightness [ˈlaɪt.nəs]
mazání,lubrication [ˌluː.brəˈkeɪ.ʃən]
umrtvit,mortify [ˈmɔːr.t̬ə.faɪ]
bez hnutí,motionless [ˈmoʊ.ʃən.ləs]
parmice,mullet [ˈmʌl.ɪt]
splavný,navigable [ˈnæv.ə.ɡə.bəl]
nicota,nothingness [ˈnʌθ.ɪŋ.nəs]
urážlivě,offensively [əˈfen.sɪv.li]
kardiostimulátor,pacemaker [-ˌset̬.ɚ]
parafernalia,paraphernalia [ˌper.ə.fɚˈneɪl.jə]
pesimismus,pessimism [ˈpes.ə.mɪ.zəm]
Polyethylen,polyethylene [ˌpɑː.liˈeθ.ə.liːn]
Pooch,pooch [puːtʃ]
popularizovat,popularize [ˈpɑː.pjə.lə.raɪz]
potomstvo,posterity [pɑːˈster.ə.t̬i]
posmrtný,posthumous [ˈpɑːs.tʃə.məs]
vrhnout se,pounce [paʊns]
pragmatismus,pragmatism [ˈpræɡ.mə.tɪ.zəm]
protestantismus,protestantism [ˈprɑː.t̬ə.stən.tɪ.zəm]
ustoupit,recede [rɪˈsiːd]
trestuhodný,reprehensible [ˌrep.rəˈhen.sə.bəl]
rozzlobený,resentful [rɪˈzent.fəl]
rebarbora,rhubarb [ˈruː.bɑːrb]
romantismus,romanticism [roʊˈmæn.t̬ə.sɪ.zəm]
kousavý,scathing [ˈskeɪ.ðɪŋ]
obsluhující,serviceable [ˈsɝː.vɪ.sə.bəl]
třpyt,shimmering [ˈʃɪm.ɚ.ɪŋ]
hejno,shoal [ʃoʊl]
Shredder,shredder [ˈʃred.ɚ]
zdravě,soundly [ˈsaʊnd.li]
SPINKING,sprinkling [ˈsprɪŋ.kəl.ɪŋ]
svastika,swastika [ˈswɑː.stɪ.kə]
symbolicky,symbolically [sɪmˈbɑː.lɪ.kəl.i]
hovorný,talkative [ˈtɑː.kə.t̬ɪv]
dráp,talon [ˈtæl.ən]
promyšleně,thoughtfully [ˈθɑːt.fəl.i]
pozoun,trombone [trɑːmˈboʊn]
Truer,truer [truː]
káď,tun [tʌn]
tyranský,tyrannical [tɪˈræn.ɪ.kəl]
podtržení,underscore [ˌʌn.dɚˈskɔːr]
nepoužitelný,unusable [ʌnˈjuː.zə.bəl]
ventilátor,ventilator [ˈven.t̬əl.eɪ.ɚ]
obratlovců,vertebrate [ˈvɝː.t̬ə.brət]
vodoznak,watermark [ˈwɑː.t̬ɚ.mɑːrk]
protiklad,antithesis [ænˈtɪθ.ə.sɪs]
orný,arable [ˈer.ə.bəl]
archetyp,archetype [ˈɑːr.kə.taɪp]
úmrtí,bereavement [bɪˈriːv.mənt]
Bobcat,bobcat [ˈbɑːbˌkæt]
bezedný,bottomless [ˈbɑː.t̬əm.ləs]
Caddy,caddy [ˈkæd.i]
propast,chasm [ˈkæz.əm]
dláto,chisel [ˈtʃɪz.əl]
oharek,cinder [ˈsɪn.dɚ]
přemluvit,coax [koʊks]
komunikátor,communicator [kəˈmjuː.nə.keɪ.t̬ɚ]
komplexně,comprehensively [ˌkɑːm.prəˈhen.sɪv.li]
kondor,condor [ˈkɑːn.dɔːr]
cukrovinky,confectionery [kənˈfek.ʃən.er.i]
krytina,covering [ˈkʌv.ɚ.ɪŋ]
Crass,crass [kræs]
CULL,cull [kʌl]
úcta,deference [ˈdef.ɚ.əns]
delirium,delirium [dɪˈlɪr.i.əm]
ďábelský,diabolical [ˌdaɪ.əˈbɑː.lɪ.kəl]
dilatace,dilate [ˈdaɪ.leɪt]
zmatek,disarray [ˌdɪs.əˈreɪ]
rozpadat se,disintegrate [dɪˈsɪn.t̬ə.ɡreɪt]
zděšení,dismayed [dɪˈsmeɪd]
fantastický,fantastical [fænˈtæs.tɪ.kəl]
fenykl,fennel [ˈfen.əl]
práce v terénu,fieldwork [ˈfiːld.wɝːk]
lichocení,flattery [ˈflæt̬.ər.i]
pošetile,foolishly [ˈfuː.lɪʃ.li]
marnost,futility [fjuːˈtɪl.ə.t̬i]
zajišťování,hedging [ˈhedʒ.ɪŋ]
hexagonální,hexagonal [hekˈsæɡ.ən.əl]
pohostinný,hospitable [hɑːˈspɪt̬.ə.bəl]
kolibřík,hummingbird [ˈhʌm.ɪŋ.bɝːd]
Imbasse,impasse [ˈɪm.pæs]
impotence,impotence [ˈɪm.pə.t̬əns]
vpád,incursion [ɪnˈkɝː.ʒən]
nevyhnutelný,inescapable [ˌɪn.ɪˈskeɪ.pə.bəl]
bezobratlý,invertebrate [/kəˈlæb.ə.reɪt/]
šašek,jester [ˈdʒes.tɚ]
juxtapozice,juxtaposition [ˌdʒʌk.stə.pəˈzɪʃ.ən]
sympatický,likable [ˈlaɪ.kə.bəl]
lesk,luster [ˈlʌs.tɚ]
Maw,maw [mɑː]
fascinovat,mesmerize [ˈmez.mə.raɪz]
metaforicky,metaphorically [ˌmet̬.əˈfɔːr.ɪ.kəl.i]
špatně číst,misread [ˌmɪsˈriːd]
zkreslený,misrepresent [ˌmɪs.rep.rɪˈzent]
modulovat,modulate [ˈmɑː.dʒə.leɪt]
pěna,mousse [muːs]
nic,naught [nɑːt]
vyžadovat,necessitate [nəˈses.ə.teɪt]
dusík,nitrous [ˌnaɪ.trəs ˈɑːk.saɪd]
obstrukční,obstructive [əbˈstrʌk.t̬ɪv]
nájemce,occupier [ˈɑː.kjə.paɪ.ɚ]
kmitání,oscillation [ˌɑː.səlˈeɪ.ʃən]
předběhnout,outrun [ˌaʊtˈrʌn]
nadjezd,overpass [ˈoʊ.vɚ.pæs]
hýčkat,pamper [ˈpæm.pɚ]
paprika,paprika [pæpˈriː.kə]
patogenní,pathogenic [ˌpæθ.əˈdʒen.ɪk]
vytrvat,persevere [ˌpɝː.səˈvɪr]
plasticita,plasticity [plæsˈtɪs.ə.t̬i]
hravě,playfully [ˈpleɪ.fəl.i]
praktičnost,practicality [ˌpræk.tɪˈkæl.ə.t̬i]
kreveta,prawn [prɑːn]
otálení,procrastination [proʊˌkræs.tɪˈneɪ.ʃən]
rouhavý,profane [prəˈfeɪn]
domnělý,putative [ˈpjuː.t̬ə.t̬ɪv]
konečník,rectum [ˈrek.təm]
regresivní,regressive [rɪˈɡres.ɪv]
politováníhodný,regrettable [rɪˈɡret̬.ə.bəl]
Reprise,reprise [rɪˈpriːz]
restorativní,restorative [rɪˈstɔːr.ə.t̬ɪv]
slanost,salinity [səˈlɪn.ə.t̬i]
nadávat,scold [skoʊld]
Scrooge,scrooge [skruːdʒ]
bahno,silt [sɪlt]
sesterstvo,sisterhood [ˈsɪs.tɚ.hʊd]
snob,snob [snɑːb]
sodomie,sodomy [ˈsɑː.də.mi]
pájení,soldering [ˈsɑː.dɚ]
sonet,sonnet [ˈsɑː.nɪt]
falešný,spurious [ˈspjʊr.i.əs]
nevyhovující,substandard [sʌbˈstæn.dɚd]
západ slunce,sundown [ˈsʌn.daʊn]
Swinger,swinger [ˈswɪŋ.ɚ]
tahové,tensile [ˈten.sɪl]
pouta,tether [ˈteð.ɚ]
těsnost,tightness [ˈtaɪt.nəs]
bezzubý,toothless [ˈtuːθ.ləs]
otočný stůl,turntable [ˈtɝːnˌteɪ.bəl]
porozumění,understanding [ˌʌn.dɚˈstæn.dɪŋ]
svlékl,undressed [ʌnˈdrest]
havěť,vermin [ˈvɝː.mɪn]
vír,whirl [wɝːl]
dělník,workman [ˈwɝːk.mən]
cuketa,zucchini [zuːˈkiː.ni]
Domorodý,aborigine [ˌæb·əˈrɪdʒ·ə·ni]
Adbasid,abreast [əˈbrest]
absurdně,absurdly [əbˈsɝːd.li]
pořekadlo,adage [ˈæd.ɪdʒ]
vzduchotěsný,airtight [ˈer.taɪt]
altruistický,altruistic [ˌæl.truˈɪs.tɪk]
Amalgamát,amalgamate [əˈmæl.ɡə.meɪt]
amorfní,amorphous [əˈmɔːr.fəs]
Antioxidant,antioxidant [ˌæn.t̬iˈɑːk.sɪ.dənt]
paroh,antler [ˈænt.lɚ]
odvážný,audacious [ɑːˈdeɪ.ʃəs]
Přátelství,befriend [bɪˈfrend]
Blare,blare [bleər]
drzý,brash [bræʃ]
vztlak,buoyancy [ˈbɔɪ.ən.si]
podnikatelka,businesswoman [ˈbɪz.nɪsˌwʊm.ən]
podmáslí,buttermilk [ˈbʌt̬.ɚ.mɪlk]
únosce,captor [ˈkæp.tɚ]
varovný,cautionary [ˈkɑː.ʃən.er.i]
klitoris,clitoris [ˈklɪt̬.ɚ.ɪs]
náhodou,coincidental [koʊˌɪn.səˈden.t̬əl]
Colliery,colliery [ˈkɑːl.jɚ.i]
koriandr,coriander [ˈkɔːr.i.æn.dɚ]
rozhodující,crucially [ˈkruː.ʃəl.i]
krutě,cruelly [ˈkruː.ə.li]
zatracení,damnation [dæmˈneɪ.ʃən]
Debunk,debunk [ˌdiːˈbʌŋk]
dekoratér,decorator [ˈdek.ər.eɪ.t̬ɚ]
Delirious,delirious [dɪˈlɪr.i.əs]
detektor,detractor [dɪˈtræk.tɚ]
Disconcert,disconcert [ˌdɪs.kənˈsɝːt]
Neochvějný,disingenuous [ˌdɪs.ɪnˈdʒen.ju.əs]
obvaz,dressing [ˈdres.ɪŋ]
východní,easterly [ˈiː.stɚ.li]
uplynout,elapse [iˈlæps]
nastávající,expectant [ɪkˈspek.tənt]
exponent,exponent [ɪkˈspoʊ.nənt]
Extravaganza,extravaganza [ɪkˌstræv.əˈɡæn.zə]
pěny,foaming [foʊm]
dýme,fume [fjuːm]
Geriatric,geriatric [ˌdʒer.iˈæt.rɪk]
sbírat,glean [ɡliːn]
průvodce,guidebook [ˈɡaɪd.bʊk]
polovinu,halve [hæv]
pasení,herding [hɝːd]
dále,hereinafter [ˌhɪr.ɪnˈæf.tɚ]
troubit,honk [hɑːŋk]
nečistý,impure [ɪmˈpjʊr]
neomluvitelné,inexcusable [ˌɪn.ɪkˈskjuː.zə.bəl]
neviditelnost,invisibility [ɪnˌvɪz.əˈbɪl.ə.t̬i]
lama,llama [ˈlɑː.mə]
mumlat,mutter [ˈmʌt̬.ɚ]
zdomácnět,naturalize [ˈnætʃ.ɚ.rə.laɪz]
pupek,navel [ˈneɪ.vəl]
Nitric,nitric [ˌnaɪ.trɪk ˈæs.ɪd]
severní,northerly [ˈnɔːr.ðɚ.li]
Parlamentarista,parliamentarian [ˌpɑːr.lə.menˈter.i.ən]
Pent,pent [ˌpentˈʌp]
energický,perky [ˈpɝː.ki]
okázalost,pomp [pɑːmp]
Popper,popper [ˈpɑː.pɚ]
kněžka,priestess [ˌpriːˈstes]
prohibitivní,prohibitive [proʊˈhɪb.ə.t̬ɪv]
kvocient,quotient [ˈkwoʊ.ʃənt]
Sabbatical,sabbatical [səˈbæt̬.ɪ.kəl]
lastura,scallop [ˈskɑː.ləp]
spálit,sear [sɪr]
vylučovat,secrete [sɪˈkriːt]
sedace,sedation [səˈdeɪ.ʃen]
nestydatě,shamelessly [ˈʃeɪm.ləs.li]
prak,slingshot [ˈslɪŋ.ʃɑːt]
Kaše,slurry [ˈslɝː.i]
oř,steed [stiːd]
koktat,stutter [ˈstʌt̬.ɚ]
Subvert,subvert [səbˈvɝːt]
úžeh,sunburn [ˈsʌn.bɝːn]
doplnění,supplementation [ˌsʌp.lə.menˈteɪ.ʃən]
říznout,swerve [swɝːv]
zakalit,tarnish [ˈtɑːr.nɪʃ]
termit,termite [ˈtɝː.maɪt]
Tiller,tiller [ˈtɪl.ɚ]
svrchovaný,topple [ˈtɑː.pəl]
transcendentní,transcendent [trænˈsen.dənt]
Trapper,trapper [ˈtræp.ɚ]
podvod,trickery [ˈtrɪk.ɚ.i]
Trucker,trucker [ˈtrʌk.ɚ]
kel,tusk [tʌsk]
alkálie,alkali [ˈæl.kəl.aɪ]
narážka,allusion [əˈluː.ʒən]
altruismus,altruism [ˈæl.tru.ɪ.zəm]
prostředí,ambience [ˌɑːm.biˈɑːns]
obojživelník,amphibian [æmˈfɪb.i.ən]
anomální,anomalous [əˈnɑː.mə.ləs]
shromáždění,assemblage [əˈsem.blɪdʒ]
ohromit,astound [əˈstaʊnd]
Bosh,bosh [bɑːʃ]
pohlazení,caress [kəˈres]
cenzura,censure [ˈsen.ʃɚ]
Chewy,chewy [ˈtʃuː.i]
dětský,childlike [ˈtʃaɪld.laɪk]
rozštěp,cleft [kleft]
shluk,clump [klʌmp]
komunikativní,communicative [kəˈmjuː.nə.keɪ.t̬ɪv]
představitelně,conceivably [kənˈsiː.və.bli]
Ústavnost,constitutionality [ˌkɑːn.stə.tuː.ʃənˈæl.ə.t̬i]
tlumič,damper [ˈdæm.pɚ]
úschovna,depository [dɪˈpɑː.zə.tɔːr.i]
čert,deuce [duːs]
diagonálně,diagonally [daɪˈæɡ.ən.əl.i]
doušek,dram [dræm]
zařazení,enlistment [ɪnˈlɪst.mənt]
guma,eraser [ɪˈreɪ.sɚ]
etymologie,etymology [ˌet̬.ɪˈmɑː.lə.dʒi]
rozčilovat,exasperate [ɪɡˈzæs.pə.reɪt]
exorcista,exorcist [ˈek.sɔːr.sɪst]
vláknité,fibrous [ˈfaɪ.brəs]
zdarma,gratis [ˈɡræt̬.ɪs]
bezdůvodné,gratuitous [ɡrəˈtuː.ə.t̬əs]
Haggard,haggard [ˈhæɡ.ɚd]
Headlinener,headliner [ˈhedˌlaɪ.nɚ]
Honeycomb,honeycomb [ˈhʌn.i.koʊm]
chuligán,hooligan [ˈhuː.lɪ.ɡən]
beznadějnost,hopelessness [ˈhoʊp.ləs.nəs]
domácnost,householder [ˈhaʊsˌhoʊl.dɚ]
idealizovat,idealize [aɪˈdiː.ə.laɪz]
idiosynkratické,idiosyncratic [ˌɪd.i.ə.sɪŋˈkræt̬.ɪk]
odškodnění,indemnity [ɪnˈdem.nə.t̬i]
mandl,mangle [ˈmæŋ.ɡəl]
mauzoleum,mausoleum [ˌmɑː.zəˈliː.əm]
melodramatický,melodramatic [ˌmel.ə.drəˈmæt̬.ɪk]
hutnictví,metallurgy [ˈmet̬.əl.ɝː.dʒi]
Mull,mull [mʌl]
sentimentální,mushy [ˈmʌʃ.i]
oční,ocular [ˈɑː.kjə.lɚ]
ontologie,ontology [ɑːnˈtɑː.lə.dʒi]
Oratory,oratory [ˈɔːr.ə.tɔːr.i]
paradoxně,paradoxically [ˌper.əˈdɑːk.sɪ.kəl.i]
peří,plumage [ˈpluː.mɪdʒ]
pytlák,poacher [ˈpoʊ.tʃɚ]
teplouš,poof [Výskyt nenalezen]
vasum,possum [ˈpɑː.səm]
předvolba,preset [ˌpriːˈset]
proporcionálně,proportionally [prəˈpɔːr.ʃən.əl.i]
Přepracování,recast [ˌriːˈkæst]
repelent,repellent [rɪˈpel.ənt]
vyčítat,reproach [rɪˈproʊtʃ]
zachránce,rescuer [ˈres.kjuː.ɚ]
zatahování,retractable [rɪˈtræk.tə.bəl]
zpětně,retroactively [ˌret.roʊˈæk.tɪv.li]
Runy,runny [ˈrʌn.i]
sarkasticky,sarcastically [sɑːrˈkæs.tɪ.kəl.i]
prozkoumat,scrutinize [ˈskruː.t̬ən.aɪz]
serenáda,serenade [ˌser.əˈneɪd]
jatky,slaughterhouse [ˈslɑː.t̬ɚ.haʊs]
spekulant,speculator [ˈspek.jə.leɪ.t̬ɚ]
roztřídit se,splurge [splɝːdʒ]
uhrovitý,spotty [ˈspɑː.t̬i]
stabilizátor,stabilizer [ˈsteɪ.bə.laɪ.zɚ]
podvědomě,subconsciously [ˌsʌbˈkɑːn.ʃəs.li]
supresor,suppressor [səˈpres.ɚ]
klen,sycamore [ˈsɪk.ə.mɔːr]
tichý,tacit [ˈtæs.ɪt]
Teem,teem [tiːm]
tonáž,tonnage [ˈtʌn.ɪdʒ]
nevyžádané,unclaimed [ʌnˈkleɪmd]
neoficiálně,unofficially [ˌʌn.əˈfɪʃ.əl.i]
nevyužitý,untapped [ʌnˈtæpt]
čalounictví,upholstery [ʌpˈhoʊl.stɚ.i]
pravdivost,veracity [vɚˈæs.ə.t̬i]
ověřitelný,verifiable [ˌver.əˈfaɪ.ə.bəl]
viskózní,viscous [ˈvɪs.kəs]
životně,vitally [ˈvaɪ.t̬əl.i]
dračice,vixen [ˈvɪk.sən]
neočekávané,windfall [ˈwɪnd.fɑːl]
pracovní den,workday [ˈwɝːk.deɪ]
způsobit,wreak [riːk]
Yap,yap [jæp]
Ablaze,ablaze [əˈbleɪz]
špatně,amiss [əˈmɪs]
amfetamin,amphetamine [æmˈfet̬.miːn]
amputovat,amputate [ˈæm.pjə.teɪt]
Animátor,animator [ˈæn.ə.meɪ.t̬ɚ]
akvadukt,aqueduct [ˈæk.wə.dʌkt]
nakřivo,awry [əˈraɪ]
vyhřívat se,bask [bæsk]
štětina,bristle [ˈbrɪs.əl]
Hrobota,chopstick [ˈtʃɑːp.stɪk]
občan,citizenry [ˈsɪt̬.ə.zən.ri]
hovorový,colloquial [kəˈloʊ.kwi.əl]
důvěrník,confidant [ˈkɑːn.fə.dænt]
po sobě,consecutively [kənˈsek.jə.t̬ɪv.li]
kontrolovatelné,controllable [kənˈtroʊ.lə.bəl]
rohovka,cornea [ˈkɔːr.ni.ə]
zmuchlat,crumple [ˈkrʌm.pəl]
dekomprese,decompression [ˌdiː.kəmˈpreʃ.ən]
deflace,deflation [dɪˈfleɪ.ʃən]
Demean,demean [dɪˈmiːn]
dermatologie,dermatology [ˌdɝː.məˈtɑː.lə-]
odnímatelný,detachable [dɪˈtætʃ.ə.bəl]
deterministické,deterministic [dɪ.tɝː.məˈnɪs.tɪk]
vyvrátit,disprove [dɪˈspruːv]
prozradit,divulge [daɪˈvʌldʒ]
poslušný,docile [ˈdɑː.səl]
doktrinální,doctrinal [ˈdɑːk.trɪ.nəl]
dogmatický,dogmatic [dɑːɡˈmæt̬.ɪk]
suchost,dryness [ˈdraɪ.nəs]
budova,edifice [ˈed.ə.fɪs]
krajan,expatriate [ekˈspeɪ.tri.ət]
odborně,expertly [ˈek.spɝːt.li]
Fairway,fairway [ˈfer.weɪ]
fluster,fluster [ˈflʌs.tɚ]
folikul,follicle [ˈfɑː.lɪ.kəl]
přívětivost,friendliness [ˈfrend.li.nəs]
plyn,gaseous [ˈɡæs.i.əs]
poručnictví,guardianship [ˈɡɑːr.di.ən.ʃɪp]
doušek,gulp [ɡʌlp]
sádra,gypsum [ˈdʒɪp.səm]
uspíšit,hasten [ˈheɪ.sən]
opojný,heady [ˈhed.i]
nostalgický,homesick [ˈhoʊm.sɪk]
horké,hotly [ˈhɑːt.li]
lidsky,humanly [ˈhjuː.mən.li]
chov,husbandry [ˈhʌz.bən.dri]
nadsázka,hyperbole [haɪˈpɝː.bəl.i]
hypoteticky,hypothetically [ˌhaɪ.pəˈθet̬.ɪ.kəl.i]
nečinně,idly [ˈaɪd.li]
přistěhovat se,immigrate [ˈɪm.ə.ɡreɪt]
imobilní,immobile [ɪˈmoʊ.bəl]
narušit,impair [ɪmˈper]
laik,layman [ˈleɪ.mən]
Váhy,libra [ˈliː.brə]
děsný,macabre [məˈkɑː.brə]
Mackintosh,mackintosh [ˈmæk.ɪn.tɑːʃ]
zvětšení,magnification [ˌmæɡ.nə.fəˈkeɪ.ʃən]
memento,memento [məˈmen.toʊ]
porodnictví,midwifery [ˌmɪdˈwɪf.ɚ.i]
Milieu,milieu [miːlˈjɜː]
nesmysly,moonshine [ˈmuːn.ʃaɪn]
Mutt,mutt [mʌt]
naturalistický,naturalistic [ˌnætʃ.ɚ.rəˈlɪs.t̬ɪk]
Nepotismus,nepotism [ˈnep.ə.tɪ.zəm]
normálnost,normality [nɔːrˈmæl.ə.t̬i]
obdélník,oblong [ˈɑː.blɑːŋ]
operní,operatic [ˌɑː.pəˈræt̬.ɪk]
Oftalmologie,ophthalmology [ˌɑːf.θælˈmɑː.lə.dʒi]
dozorce,overseer [ˈoʊ.vɚˌsiː.ɚ]
Pall,pall [pɑːl]
panelista,panelist [ˈpæn.əl.ɪst]
nepravidelné,patchy [ˈpætʃ.i.nəs]
pekanový ořech,pecan [pɪːˈkɑːn]
percepční,perceptual [pɚˈsep.tʃu.əl]
pupínek,pimple [ˈpɪm.pəl]
Pique,pique [piːk]
zdvořilost,politeness [pəˈlaɪt.nəs]
granátové jablko,pomegranate [ˈpɑː.məˌɡræn.ɪt]
výmol,pothole [ˈpɑːt.hoʊl]
promiskuitní,promiscuous [prəˈmɪs.kju.əs]
tlačení,pusher [ˈpʊʃ.ɚ]
důtka,reprimand [ˈrep.rə.mænd]
prodat,resell [ˌriːˈsel]
